"2a03:7380:2480::","2a03:7380:2fbf:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7380:2fc0::","2a03:7380:31ff:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:7380:3200::","2a03:7380:37ff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7380:3800::","2a03:7380:38ff:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:7380:3900::","2a03:7380:3fff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7380:4000::","2a03:7380:407f:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:7380:4080::","2a03:7380:47ff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7380:4800::","2a03:7380:483f:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:7380:4840::","2a03:7380:4fff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7380:5000::","2a03:7380:503f:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:7380:5040::","2a03:7380:53ff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7380:5400::","2a03:7380:54bf:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:7380:54c0::","2a03:7380:57ff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7380:5800::","2a03:7380:58ff:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:7380:5900::","2a03:7380:5bff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7380:5c00::","2a03:7380:5c3f:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:7380:5c40::","2a03:7380:5c7f:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7380:5c80::","2a03:7380:5cbf:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:7380:5cc0::","2a03:7380:5fff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7380:6000::","2a03:7380:607f:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:7380:6080::","2a03:73bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:73c0::","2a03:73c0:0:ffff:ffff:ffff:ffff:ffff","PT"
"2a03:73c0:1::","2a03:73ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7400::","2a03:7400:ffff:ffff:ffff:ffff:ffff:ffff","DK"
"2a03:7401::","2a03:7480:f:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7480:10::","2a03:7480:ffff:ffff:ffff:ffff:ffff:ffff","ES"
"2a03:7481::","2a03:74ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7500::","2a03:7500:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:7501::","2a03:757f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7580::","2a03:7580:2:ffff:ffff:ffff:ffff:ffff","PL"
"2a03:7580:3::","2a03:75bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:75c0::","2a03:75c0:ffff:ffff:ffff:ffff:ffff:ffff","FR"
"2a03:75c1::","2a03:75ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7600::","2a03:7600:ffff:ffff:ffff:ffff:ffff:ffff","IR"
"2a03:7601::","2a03:76ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7700::","2a03:7700:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:7701::","2a03:773f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7740::","2a03:7740:0:ffff:ffff:ffff:ffff:ffff","AZ"
"2a03:7740:1::","2a03:77ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7800::","2a03:7800:ffff:ffff:ffff:ffff:ffff:ffff","FI"
"2a03:7801::","2a03:793f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7940::","2a03:7940:ffff:ffff:ffff:ffff:ffff:ffff","PL"
"2a03:7941::","2a03:79bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:79c0::","2a03:79c0:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:79c1::","2a03:79ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7a00::","2a03:7a00:ffff:ffff:ffff:ffff:ffff:ffff","CZ"
"2a03:7a01::","2a03:7aff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7b00::","2a03:7b00:ffff:ffff:ffff:ffff:ffff:ffff","TR"
"2a03:7b01::","2a03:7b7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7b80::","2a03:7b80:ffff:ffff:ffff:ffff:ffff:ffff","FI"
"2a03:7b81::","2a03:7bff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7c00::","2a03:7c00:ffff:ffff:ffff:ffff:ffff:ffff","FI"
"2a03:7c01::","2a03:7c3f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7c40::","2a03:7c40:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:7c41::","2a03:7c7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7c80::","2a03:7c80:ffff:ffff:ffff:ffff:ffff:ffff","SE"
"2a03:7c81::","2a03:7cff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7d00::","2a03:7d00:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:7d01::","2a03:7dbf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7dc0::","2a03:7dc0:0:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:7dc0:1::","2a03:7dff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7e00::","2a03:7e00:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:7e01::","2a03:7e7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7e80::","2a03:7e80::ff:ffff","GB"
"2a03:7e80::100:0","2a03:7ebf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7ec0::","2a03:7ec0:ffff:ffff:ffff:ffff:ffff:ffff","SE"
"2a03:7ec1::","2a03:7eff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7f00::","2a03:7f00:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:7f01::","2a03:7f7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7f80::","2a03:7f80:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:7f81::","2a03:7fbf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:7fc0::","2a03:7fc0:ffff:ffff:ffff:ffff:ffff:ffff","FR"
"2a03:7fc1::","2a03:7fff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8000::","2a03:8000:ffff:ffff:ffff:ffff:ffff:ffff","NO"
"2a03:8001::","2a03:81ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8200::","2a03:8200:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:8201::","2a03:82ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8300::","2a03:8300:ffff:ffff:ffff:ffff:ffff:ffff","TR"
"2a03:8301::","2a03:837f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8380::","2a03:8380:ffff:ffff:ffff:ffff:ffff:ffff","CH"
"2a03:8381::","2a03:83ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8400::","2a03:8400:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:8401::","2a03:847f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8480::","2a03:8480:ffff:ffff:ffff:ffff:ffff:ffff","AL"
"2a03:8481::","2a03:84bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:84c0::","2a03:84c0:0:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:84c0:1::","2a03:84ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8500::","2a03:8500:ffff:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:8501::","2a03:857f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8580::","2a03:8580:ffff:ffff:ffff:ffff:ffff:ffff","SE"
"2a03:8581::","2a03:85bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:85c0::","2a03:85c0:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:85c1::","2a03:85ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8600::","2a03:8600:ffff:ffff:ffff:ffff:ffff:ffff","SE"
"2a03:8601::","2a03:863f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8640::","2a03:8640:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:8641::","2a03:86bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:86c0::","2a03:86c0:ffff:ffff:ffff:ffff:ffff:ffff","ES"
"2a03:86c1::","2a03:86ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8700::","2a03:8700:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:8701::","2a03:87ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8800::","2a03:8800:ffff:ffff:ffff:ffff:ffff:ffff","RO"
"2a03:8801::","2a03:883f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8840::","2a03:8840:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:8841::","2a03:887f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8880::","2a03:8880:ffff:ffff:ffff:ffff:ffff:ffff","PL"
"2a03:8881::","2a03:88ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8900::","2a03:8900:ffff:ffff:ffff:ffff:ffff:ffff","IE"
"2a03:8901::","2a03:897f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8980::","2a03:8980:ffff:ffff:ffff:ffff:ffff:ffff","IT"
"2a03:8981::","2a03:89bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:89c0::","2a03:89c0:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:89c1::","2a03:89ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8a00::","2a03:8a00:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:8a01::","2a03:8a3f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8a40::","2a03:8a40:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:8a41::","2a03:8a7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8a80::","2a03:8a80:ffff:ffff:ffff:ffff:ffff:ffff","AT"
"2a03:8a81::","2a03:8aff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8b00::","2a03:8b00:ffff:ffff:ffff:ffff:ffff:ffff","SM"
"2a03:8b01::","2a03:8bc0:32:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8bc0:33::","2a03:8bc0:33:ffff:ffff:ffff:ffff:ffff","FR"
"2a03:8bc0:34::","2a03:8bff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8c00::","2a03:8c00:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:8c01::","2a03:8c7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8c80::","2a03:8c87:ffff:ffff:ffff:ffff:ffff:ffff","IT"
"2a03:8c88::","2a03:8cbf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8cc0::","2a03:8cc0:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:8cc1::","2a03:8cff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8d00::","2a03:8d00:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:8d01::","2a03:8d3f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8d40::","2a03:8d40:ffff:ffff:ffff:ffff:ffff:ffff","CH"
"2a03:8d41::","2a03:8dff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8e00::","2a03:8e00:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:8e01::","2a03:8e7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8e80::","2a03:8e80:ffff:ffff:ffff:ffff:ffff:ffff","ES"
"2a03:8e81::","2a03:8eff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8f00::","2a03:8f00:0:ffff:ffff:ffff:ffff:ffff","BE"
"2a03:8f00:1::","2a03:8f7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:8f80::","2a03:8f80:ffff:ffff:ffff:ffff:ffff:ffff","RO"
"2a03:8f81::","2a03:8fff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9000::","2a03:9000:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:9001::","2a03:903f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9040::","2a03:9040:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:9041::","2a03:907f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9080::","2a03:9080:ffff:ffff:ffff:ffff:ffff:ffff","IR"
"2a03:9081::","2a03:90bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:90c0::","2a03:90c0:ffff:ffff:ffff:ffff:ffff:ffff","AT"
"2a03:90c1::","2a03:90ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9100::","2a03:9100:ffff:ffff:ffff:ffff:ffff:ffff","TR"
"2a03:9101::","2a03:917f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9180::","2a03:9180:ffff:ffff:ffff:ffff:ffff:ffff","FR"
"2a03:9181::","2a03:91bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:91c0::","2a03:91c0:ffff:ffff:ffff:ffff:ffff:ffff","IT"
"2a03:91c1::","2a03:92ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9300::","2a03:9300:ffff:ffff:ffff:ffff:ffff:ffff","PL"
"2a03:9301::","2a03:93bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:93c0::","2a03:93c0:0:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:93c0:1::","2a03:93ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9400::","2a03:9400:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:9401::","2a03:947f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9480::","2a03:9480:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:9481::","2a03:94ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9500::","2a03:9500:0:ffff:ffff:ffff:ffff:ffff","PL"
"2a03:9500:1::","2a03:953f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9540::","2a03:9540:ffff:ffff:ffff:ffff:ffff:ffff","CZ"
"2a03:9541::","2a03:957f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9580::","2a03:9580:ffff:ffff:ffff:ffff:ffff:ffff","ES"
"2a03:9581::","2a03:95ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9600::","2a03:9600:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:9601::","2a03:96bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:96c0::","2a03:96c0:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:96c1::","2a03:977f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9780::","2a03:9780:ffff:ffff:ffff:ffff:ffff:ffff","CZ"
"2a03:9781::","2a03:97ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9800::","2a03:9800:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:9801::","2a03:987f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9880::","2a03:9880:0:ffff:ffff:ffff:ffff:ffff","IT"
"2a03:9880:1::","2a03:98bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:98c0::","2a03:98c0:ffff:ffff:ffff:ffff:ffff:ffff","LU"
"2a03:98c1::","2a03:98ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9900::","2a03:9900:ffff:ffff:ffff:ffff:ffff:ffff","HU"
"2a03:9901::","2a03:997f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9980::","2a03:9980:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:9981::","2a03:99ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9a00::","2a03:9a00:ffff:ffff:ffff:ffff:ffff:ffff","NO"
"2a03:9a01::","2a03:9aff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9b00::","2a03:9b00:ffff:ffff:ffff:ffff:ffff:ffff","FI"
"2a03:9b01::","2a03:9b3f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9b40::","2a03:9b40:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:9b41::","2a03:9b7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9b80::","2a03:9b80:ffff:ffff:ffff:ffff:ffff:ffff","FI"
"2a03:9b81::","2a03:9bff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9c00::","2a03:9c00:ffff:ffff:ffff:ffff:ffff:ffff","RO"
"2a03:9c01::","2a03:9c3f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9c40::","2a03:9c40:0:ffff:ffff:ffff:ffff:ffff","LU"
"2a03:9c40:1::","2a03:9c40:1ff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9c40:200::","2a03:9c40:200:ffff:ffff:ffff:ffff:ffff","LU"
"2a03:9c40:201::","2a03:9c40:3ff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9c40:400::","2a03:9c40:400:ffff:ffff:ffff:ffff:ffff","LU"
"2a03:9c40:401::","2a03:9c40:5ff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9c40:600::","2a03:9c40:600:ffff:ffff:ffff:ffff:ffff","LU"
"2a03:9c40:601::","2a03:9c40:7ff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9c40:800::","2a03:9c40:800:ffff:ffff:ffff:ffff:ffff","LU"
"2a03:9c40:801::","2a03:9c7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9c80::","2a03:9c80:ffff:ffff:ffff:ffff:ffff:ffff","PT"
"2a03:9c81::","2a03:9cff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9d00::","2a03:9d00:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:9d01::","2a03:9d7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9d80::","2a03:9d80:ffff:ffff:ffff:ffff:ffff:ffff","RS"
"2a03:9d81::","2a03:9dff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9e00::","2a03:9e00:ffff:ffff:ffff:ffff:ffff:ffff","IM"
"2a03:9e01::","2a03:9e3f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9e40::","2a03:9e47:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:9e48::","2a03:9eff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:9f00::","2a03:9f00:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:9f01::","2a03:9fff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a000::","2a03:a000:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:a001::","2a03:a03f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a040::","2a03:a040:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:a041::","2a03:a080:100d:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a080:100e::","2a03:a080:100f:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:a080:1010::","2a03:a0ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a100::","2a03:a100:ffff:ffff:ffff:ffff:ffff:ffff","SI"
"2a03:a101::","2a03:a13f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a140::","2a03:a140:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:a141::","2a03:a1ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a200::","2a03:a200:ffff:ffff:ffff:ffff:ffff:ffff","SK"
"2a03:a201::","2a03:a23f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a240::","2a03:a240:2:ffff:ffff:ffff:ffff:ffff","FR"
"2a03:a240:3::","2a03:a2bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a2c0::","2a03:a2c0:ffff:ffff:ffff:ffff:ffff:ffff","FR"
"2a03:a2c1::","2a03:a2ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a300::","2a03:a300:ffff:ffff:ffff:ffff:ffff:ffff","KZ"
"2a03:a301::","2a03:a3ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a400::","2a03:a400:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:a401::","2a03:a47f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a480::","2a03:a480:ffff:ffff:ffff:ffff:ffff:ffff","DK"
"2a03:a481::","2a03:a4ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a500::","2a03:a500:ffff:ffff:ffff:ffff:ffff:ffff","IT"
"2a03:a501::","2a03:a5ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a600::","2a03:a600::ff","UA"
"2a03:a600::100","2a03:a67f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a680::","2a03:a680:ffff:ffff:ffff:ffff:ffff:ffff","ES"
"2a03:a681::","2a03:a77f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a780::","2a03:a780:ffff:ffff:ffff:ffff:ffff:ffff","CZ"
"2a03:a781::","2a03:a7bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a7c0::","2a03:a7c0:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:a7c1::","2a03:a7ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a800::","2a03:a800:ffff:ffff:ffff:ffff:ffff:ffff","BE"
"2a03:a801::","2a03:a8ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a900::","2a03:a900:ffff:ffff:ffff:ffff:ffff:ffff","CZ"
"2a03:a901::","2a03:a9bf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:a9c0::","2a03:a9c0:ffff:ffff:ffff:ffff:ffff:ffff","UA"
"2a03:a9c1::","2a03:a9ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:aa00::","2a03:aa00:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:aa01::","2a03:aa7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:aa80::","2a03:aa80:ffff:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:aa81::","2a03:aaff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ab00::","2a03:ab00:ffff:ffff:ffff:ffff:ffff:ffff","CZ"
"2a03:ab01::","2a03:ab7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ab80::","2a03:ab80:ffff:ffff:ffff:ffff:ffff:ffff","ES"
"2a03:ab81::","2a03:abff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ac00::","2a03:ac00:ffff:ffff:ffff:ffff:ffff:ffff","FR"
"2a03:ac01::","2a03:ac3f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ac40::","2a03:ac40:0:ffff:ffff:ffff:ffff:ffff","CH"
"2a03:ac40:1::","2a03:ac7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ac80::","2a03:ac80:ffff:ffff:ffff:ffff:ffff:ffff","SE"
"2a03:ac81::","2a03:acff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ad00::","2a03:ad00:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:ad01::","2a03:ad40:10f:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ad40:110::","2a03:ad40:110:ffff:ffff:ffff:ffff:ffff","FR"
"2a03:ad40:111::","2a03:ad40:11f:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ad40:120::","2a03:ad40:120:ffff:ffff:ffff:ffff:ffff","FR"
"2a03:ad40:121::","2a03:ad40:12f:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ad40:130::","2a03:ad40:130:ffff:ffff:ffff:ffff:ffff","FR"
"2a03:ad40:131::","2a03:ad40:41f:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ad40:420::","2a03:ad40:420:ffff:ffff:ffff:ffff:ffff","US"
"2a03:ad40:421::","2a03:ad40:42f:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ad40:430::","2a03:ad40:430:ffff:ffff:ffff:ffff:ffff","US"
"2a03:ad40:431::","2a03:adff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ae00::","2a03:ae00:ffff:ffff:ffff:ffff:ffff:ffff","PL"
"2a03:ae01::","2a03:ae3f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ae40::","2a03:ae40:3fff:ffff:ffff:ffff:ffff:ffff","PL"
"2a03:ae40:4000::","2a03:ae40:feff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ae40:ff00::","2a03:ae40:ffff:ffff:ffff:ffff:ffff:ffff","PL"
"2a03:ae41::","2a03:ae7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:ae80::","2a03:ae80:ffff:ffff:ffff:ffff:ffff:ffff","ES"
"2a03:ae81::","2a03:aeff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:af00::","2a03:af00:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2a03:af01::","2a03:af7f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:af80::","2a03:af80:ffff:ffff:ffff:ffff:ffff:ffff","PL"
"2a03:af81::","2a03:afbf:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:afc0::","2a03:afc0:0:ffff:ffff:ffff:ffff:ffff","RU"
"2a03:afc0:1::","2a03:afff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:b000::","2a03:b000:ff:ffff:ffff:ffff:ffff:ffff","SE"
"2a03:b000:100::","2a03:b03f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:b040::","2a03:b040:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:b041::","2a03:b0c0:0:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:b0c0:1::","2a03:b0c0:1:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:b0c0:2::","2a03:b0ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:b100::","2a03:b100:ffff:ffff:ffff:ffff:ffff:ffff","SE"
"2a03:b101::","2a03:b13f:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:b140::","2a03:b140:0:ffff:ffff:ffff:ffff:ffff","IT"
"2a03:b140:1::","2a03:b1ff:ffff:ffff:ffff:ffff:ffff:ffff","NL"
"2a03:b200::","2a03:b207:ffff:ffff:ffff:ffff:ffff:ffff","GB"
"2a03:b208::","2a03:b240:ff:ffff:ffff:ffff:ffff:ffff","NL"
